Location,Year,Series,Series Code,Permits
HENDERSONVILLE,2021,Units in Single-Family Structures,2,454
HENDERSONVILLE,2021,Units in All Multi-Family Structures,3,0
HENDERSONVILLE,2021,Units in 2-unit Multi-Family Structures,4,0
HENDERSONVILLE,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
HENDERSONVILLE,2021,Units in 5+ Unit Multi-Family Structures,6,0
KINGSTON SPRINGS TOWN,2021,Total Units,1,5
KINGSTON SPRINGS TOWN,2021,Units in Single-Family Structures,2,5
KINGSTON SPRINGS TOWN,2021,Units in All Multi-Family Structures,3,0
KINGSTON SPRINGS TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
KINGSTON SPRINGS TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
KINGSTON SPRINGS TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
LA VERGNE,2021,Total Units,1,103
LA VERGNE,2021,Units in Single-Family Structures,2,103
LA VERGNE,2021,Units in All Multi-Family Structures,3,0
LA VERGNE,2021,Units in 2-unit Multi-Family Structures,4,0
LA VERGNE,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
LA VERGNE,2021,Units in 5+ Unit Multi-Family Structures,6,0
LAKEWOOD,2021,Total Units,1,0
LAKEWOOD,2021,Units in Single-Family Structures,2,0
LAKEWOOD,2021,Units in All Multi-Family Structures,3,0
LAKEWOOD,2021,Units in 2-unit Multi-Family Structures,4,0
LAKEWOOD,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
LAKEWOOD,2021,Units in 5+ Unit Multi-Family Structures,6,0
LEBANON,2021,Total Units,1,1258
LEBANON,2021,Units in Single-Family Structures,2,1258
LEBANON,2021,Units in All Multi-Family Structures,3,0
LEBANON,2021,Units in 2-unit Multi-Family Structures,4,0
LEBANON,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
LEBANON,2021,Units in 5+ Unit Multi-Family Structures,6,0
MAURY COUNTY UNINCORPORATED AREA,2021,Total Units,1,245
MAURY COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,245
MAURY COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MAURY COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,0
MAURY COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
MAURY COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
MILLERSVILLE,2021,Total Units,1,6
MILLERSVILLE,2021,Units in Single-Family Structures,2,6
MILLERSVILLE,2021,Units in All Multi-Family Structures,3,0
MILLERSVILLE,2021,Units in 2-unit Multi-Family Structures,4,0
MILLERSVILLE,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
MILLERSVILLE,2021,Units in 5+ Unit Multi-Family Structures,6,0
MITCHELLVILLE TOWN,2021,Total Units,1,0
MITCHELLVILLE TOWN,2021,Units in Single-Family Structures,2,0
MITCHELLVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
MITCHELLVILLE TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
MITCHELLVILLE TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
MITCHELLVILLE TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Total Units,1,743
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,667
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,76
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,6
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,8
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,62
MOUNT JULIET,2021,Total Units,1,609
MOUNT JULIET,2021,Units in Single-Family Structures,2,609
MOUNT JULIET,2021,Units in All Multi-Family Structures,3,0
MOUNT JULIET,2021,Units in 2-unit Multi-Family Structures,4,0
MOUNT JULIET,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
MOUNT JULIET,2021,Units in 5+ Unit Multi-Family Structures,6,0
MOUNT PLEASANT,2021,Total Units,1,14
MOUNT PLEASANT,2021,Units in Single-Family Structures,2,10
MOUNT PLEASANT,2021,Units in All Multi-Family Structures,3,4
MOUNT PLEASANT,2021,Units in 2-unit Multi-Family Structures,4,0
MOUNT PLEASANT,2021,Units in 3- and 4-unit Multi-Family Structures,5,4
MOUNT PLEASANT,2021,Units in 5+ Unit Multi-Family Structures,6,0
MT JULIET,2021,Total Units,1,0
MT JULIET,2021,Units in Single-Family Structures,2,0
MT JULIET,2021,Units in All Multi-Family Structures,3,0
MT JULIET,2021,Units in 2-unit Multi-Family Structures,4,0
MT JULIET,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
MT JULIET,2021,Units in 5+ Unit Multi-Family Structures,6,0
MURFREESBORO,2021,Total Units,1,2376
MURFREESBORO,2021,Units in Single-Family Structures,2,2064
MURFREESBORO,2021,Units in All Multi-Family Structures,3,312
MURFREESBORO,2021,Units in 2-unit Multi-Family Structures,4,48
MURFREESBORO,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
MURFREESBORO,2021,Units in 5+ Unit Multi-Family Structures,6,264
NASHVILLE-DAVIDSON,2021,Total Units,1,16137
NASHVILLE-DAVIDSON,2021,Units in Single-Family Structures,2,3932
NASHVILLE-DAVIDSON,2021,Units in All Multi-Family Structures,3,12205
NASHVILLE-DAVIDSON,2021,Units in 2-unit Multi-Family Structures,4,10
NASHVILLE-DAVIDSON,2021,Units in 3- and 4-unit Multi-Family Structures,5,31
NASHVILLE-DAVIDSON,2021,Units in 5+ Unit Multi-Family Structures,6,12164
NOLENSVILLE TOWN,2021,Total Units,1,521
NOLENSVILLE TOWN,2021,Units in Single-Family Structures,2,521
NOLENSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
NOLENSVILLE TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
NOLENSVILLE TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
NOLENSVILLE TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
OAK HILL,2021,Total Units,1,29
OAK HILL,2021,Units in Single-Family Structures,2,29
OAK HILL,2021,Units in All Multi-Family Structures,3,0
OAK HILL,2021,Units in 2-unit Multi-Family Structures,4,0
OAK HILL,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
OAK HILL,2021,Units in 5+ Unit Multi-Family Structures,6,0
PEGRAM TOWN,2021,Total Units,1,5
PEGRAM TOWN,2021,Units in Single-Family Structures,2,5
PEGRAM TOWN,2021,Units in All Multi-Family Structures,3,0
PEGRAM TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
PEGRAM TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
PEGRAM TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
PLEASANT VIEW,2021,Total Units,1,104
PLEASANT VIEW,2021,Units in Single-Family Structures,2,104
PLEASANT VIEW,2021,Units in All Multi-Family Structures,3,0
PLEASANT VIEW,2021,Units in 2-unit Multi-Family Structures,4,0
PLEASANT VIEW,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
PLEASANT VIEW,2021,Units in 5+ Unit Multi-Family Structures,6,0
PORTLAND,2021,Total Units,1,105
PORTLAND,2021,Units in Single-Family Structures,2,53
PORTLAND,2021,Units in All Multi-Family Structures,3,52
PORTLAND,2021,Units in 2-unit Multi-Family Structures,4,4
PORTLAND,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
PORTLAND,2021,Units in 5+ Unit Multi-Family Structures,6,48
RIDGETOP TOWN,2021,Total Units,1,7
RIDGETOP TOWN,2021,Units in Single-Family Structures,2,7
RIDGETOP TOWN,2021,Units in All Multi-Family Structures,3,0
RIDGETOP TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
RIDGETOP TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
RIDGETOP TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,317
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,307
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,10
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,10
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
ROBERTSON COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Total Units,1,1018
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,1018
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,0
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
RUTHERFORD COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
SMYRNA TOWN,2021,Total Units,1,453
SMYRNA TOWN,2021,Units in Single-Family Structures,2,290
SMYRNA TOWN,2021,Units in All Multi-Family Structures,3,163
SMYRNA TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
SMYRNA TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,64
SMYRNA TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,99
SPRING HILL TOWN,2021,Total Units,1,926
SPRING HILL TOWN,2021,Units in Single-Family Structures,2,635
SPRING HILL TOWN,2021,Units in All Multi-Family Structures,3,291
SPRING HILL TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
SPRING HILL TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
SPRING HILL TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,291
SPRINGFIELD,2021,Total Units,1,186
SPRINGFIELD,2021,Units in Single-Family Structures,2,186
SPRINGFIELD,2021,Units in All Multi-Family Structures,3,0
SPRINGFIELD,2021,Units in 2-unit Multi-Family Structures,4,0
SPRINGFIELD,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
SPRINGFIELD,2021,Units in 5+ Unit Multi-Family Structures,6,0
SUMNER COUNTY UNINCORPORATED AREA,2021,Total Units,1,483
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,483
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,0
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
SUMNER COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
THOMPSONS STATION TOWN,2021,Total Units,1,166
THOMPSONS STATION TOWN,2021,Units in Single-Family Structures,2,154
THOMPSONS STATION TOWN,2021,Units in All Multi-Family Structures,3,12
THOMPSONS STATION TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
THOMPSONS STATION TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
THOMPSONS STATION TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,12
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Total Units,1,105
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,105
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,0
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
TROUSDALE COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
WATERTOWN,2021,Total Units,1,0
WATERTOWN,2021,Units in Single-Family Structures,2,0
WATERTOWN,2021,Units in All Multi-Family Structures,3,0
WATERTOWN,2021,Units in 2-unit Multi-Family Structures,4,0
WATERTOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
WATERTOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
WESTMORELAND TOWN,2021,Total Units,1,16
WESTMORELAND TOWN,2021,Units in Single-Family Structures,2,16
WESTMORELAND TOWN,2021,Units in All Multi-Family Structures,3,0
WESTMORELAND TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
WESTMORELAND TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
WESTMORELAND TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
WHITE BLUFF TOWN,2021,Total Units,1,46
WHITE BLUFF TOWN,2021,Units in Single-Family Structures,2,46
WHITE BLUFF TOWN,2021,Units in All Multi-Family Structures,3,0
WHITE BLUFF TOWN,2021,Units in 2-unit Multi-Family Structures,4,0
WHITE BLUFF TOWN,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
WHITE BLUFF TOWN,2021,Units in 5+ Unit Multi-Family Structures,6,0
WHITE HOUSE,2021,Total Units,1,371
WHITE HOUSE,2021,Units in Single-Family Structures,2,349
WHITE HOUSE,2021,Units in All Multi-Family Structures,3,22
WHITE HOUSE,2021,Units in 2-unit Multi-Family Structures,4,0
WHITE HOUSE,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
WHITE HOUSE,2021,Units in 5+ Unit Multi-Family Structures,6,22
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,813
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,813
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,0
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
WILLIAMSON COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
WILSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,504
WILSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,504
WILSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
WILSON COUNTY UNINCORPORATED AREA,2021,Units in 2-unit Multi-Family Structures,4,0
WILSON COUNTY UNINCORPORATED AREA,2021,Units in 3- and 4-unit Multi-Family Structures,5,0
WILSON COUNTY UNINCORPORATED AREA,2021,Units in 5+ Unit Multi-Family Structures,6,0
